Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Churn,Churn_Probability,Revenue_Risk,Risk Category
2254,AMER-2021-169201,9/28/2021,20210928,Ruth Vaughan,United States,Los Angeles,AMER,NAMER,Ford Motor,1009,Manufacturing,Strategic,OneView,QCCF453KAB,43.26,3,0,14.2758,0,0.078016885,3.375010429,Low
2255,AMER-2021-169201,9/28/2021,20210928,Ruth Vaughan,United States,Los Angeles,AMER,NAMER,Ford Motor,1009,Manufacturing,Strategic,OneView,TEKTHB3JZ0,43.56,2,0,15.246,0,0.09274628,4.040027963,Low
2256,EMEA-2022-164091,9/18/2022,20220918,Richard Davidson,Denmark,Copenhagen,EMEA,EU-WEST,Intel,1051,Tech,Strategic,Site Analytics,4T5QJMKZIX,437.85,3,0,131.355,0,0.005160874,2.259688778,Low
2257,EMEA-2022-164091,9/18/2022,20220918,Richard Davidson,Denmark,Copenhagen,EMEA,EU-WEST,Intel,1051,Tech,Strategic,SaaS Connector Pack,H4LT86ONB7,109.48,2,0,33.9388,0,0.06527903,7.146748129,Low
2258,AMER-2023-105214,6/17/2023,20230617,Anthony Clark,United States,Los Angeles,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,FinanceHub,4WOVYPMRIV,1212.96,7,0.2,90.972,0,0.02825862,34.27657551,Low
2259,AMER-2023-105214,6/17/2023,20230617,Anthony Clark,United States,Los Angeles,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,Support,NKLVPZB3GJ,18.54,2,0,8.7138,1,0.8332175,15.44785248,High
2260,AMER-2021-117611,11-08-2021,20211108,Andrea Hill,United States,Seattle,AMER,NAMER,Cisco Systems,1019,Tech,Enterprise,Storage,6X6O6SWX0B,5,1,0,2.4,1,0.9488249,4.744124413,High
2261,AMER-2021-117611,11-08-2021,20211108,Andrea Hill,United States,Seattle,AMER,NAMER,Cisco Systems,1019,Tech,Enterprise,Data Smasher,PEL7V77GPY,371.97,3,0,66.9546,0,0.06058823,22.53700371,Low
2262,EMEA-2021-137960,12/18/2021,20211218,Blake Short,United Kingdom,London,EMEA,UKIR,Carrefour,1048,Retail,SMB,Data Smasher,MRMWZKC049,166.24,1,0,24.936,0,0.21711203,36.09270463,Low
2263,EMEA-2023-122994,02-07-2023,20230207,Donna Hemmings,Spain,Madrid,EMEA,EU-WEST,Engie,1062,Energy,SMB,Marketing Suite,L38OXHJIT5,359.97,3,0,79.1934,0,0.02523514,9.083893596,Low
2264,EMEA-2022-131065,11/15/2022,20221115,Irene Clark,Finland,Helsinki,EMEA,NOR,Comcast,1022,Communications,SMB,Data Smasher,5361E0WWKI,499.98,2,0,114.9954,0,0.14114687,70.5706113,Low
2265,EMEA-2022-131065,11/15/2022,20221115,Irene Clark,Finland,Helsinki,EMEA,NOR,Comcast,1022,Communications,SMB,Support,IZDOHMSGA6,5.28,1,0,2.376,1,0.96017814,5.069740562,High
2266,EMEA-2022-131065,11/15/2022,20221115,Irene Clark,Finland,Helsinki,EMEA,NOR,Comcast,1022,Communications,SMB,ContactMatcher,IQGG6L5TV5,8.26,2,0,3.8822,1,0.9662387,7.981131476,High
2267,EMEA-2023-149146,10/13/2023,20231013,Diane Murray,Sweden,Gothenburg,EMEA,NOR,Anthem,1029,Healthcare,Enterprise,Support,S5PR2OECZ3,7.968,2,0.2,2.6892,1,0.9097756,7.249092098,High
2268,AMER-2023-137470,9/18/2023,20230918,Steven Rees,Canada,Toronto,AMER,NAMER,Siemens,1043,Manufacturing,SMB,Support,H2QNW8TJ0D,12.96,2,0,6.3504,1,0.92764074,12.02222394,High
2269,EMEA-2023-105480,12/21/2023,20231221,Phil Dowd,United Kingdom,Liverpool,EMEA,UKIR,AT&T,1010,Communications,Strategic,Support,0P5R5GUPER,6.48,1,0,3.1104,1,0.90145,5.84139586,High
2270,EMEA-2023-105480,12/21/2023,20231221,Phil Dowd,United Kingdom,Liverpool,EMEA,UKIR,AT&T,1010,Communications,Strategic,ContactMatcher,89HO35S80U,6.984,1,0.2,2.3571,1,0.8965878,6.261769119,High
2271,EMEA-2023-164917,12-03-2023,20231203,Julian Nash,Germany,Hamburg,EMEA,EU-WEST,Amazon,1004,Tech,Strategic,ChatBot Plugin,CG6IGBGY75,47.96,5,0.2,4.1965,0,0.1494834,7.169223749,Low
2272,AMER-2021-102036,9/21/2021,20210921,Warren Forsyth,Canada,Toronto,AMER,NAMER,Chevron,1017,Energy,SMB,Marketing Suite - Gold,JTAMX1VP87,199.74,6,0,47.9376,0,0.04529625,9.047473329,Low
2273,AMER-2021-142944,03-06-2021,20210306,Kevin Morrison,United States,Los Angeles,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,SaaS Connector Pack,AWELYO4PZE,435.26,7,0,95.7572,0,0.07860207,34.21233617,Low
2274,AMER-2021-142944,03-06-2021,20210306,Kevin Morrison,United States,Los Angeles,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,Alchemy,QYYM9KJDZX,1119.984,2,0.2,377.9946,0,0.01711263,19.16587122,Low
2275,AMER-2020-157882,10-03-2020,20201003,Fiona Nolan,United States,New York City,AMER,NAMER,Sony,1028,Tech,Strategic,ContactMatcher,5ZSJASFKNF,143.432,1,0.2,3.5858,0,0.23058082,33.07266841,Low
2276,AMER-2020-157882,10-03-2020,20201003,Fiona Nolan,United States,New York City,AMER,NAMER,Sony,1028,Tech,Strategic,FinanceHub,HY8PI8AE2T,122.352,3,0.2,13.7646,0,0.17416474,21.30940454,Low
2277,EMEA-2020-104283,6/27/2020,20200627,Sebastian Sharp,Ukraine,Odessa,EMEA,EU-EAST,ConocoPhillips,1024,Energy,SMB,Marketing Suite - Gold,99EPICP974,306.2,5,0,0,1,0.57817954,177.0385746,Medium
2278,EMEA-2020-104283,6/27/2020,20200627,Sebastian Sharp,Ukraine,Odessa,EMEA,EU-EAST,ConocoPhillips,1024,Energy,SMB,ContactMatcher,YXLNTN11DK,85.98,1,0,22.3548,0,0.025142796,2.161777629,Low
2279,EMEA-2020-104283,6/27/2020,20200627,Sebastian Sharp,Ukraine,Odessa,EMEA,EU-EAST,ConocoPhillips,1024,Energy,SMB,Data Smasher,J4FH4PNX40,223.96,4,0,53.7504,0,0.08215735,18.39996035,Low
2280,AMER-2023-142622,10/31/2023,20231031,Kimberly Harris,Canada,Toronto,AMER,NAMER,Intel,1051,Tech,SMB,FinanceHub,TBSDIDF1KL,97.568,2,0.2,-6.098,1,0.95016074,92.70528326,High
2281,AMER-2023-142622,10/31/2023,20231031,Kimberly Harris,Canada,Toronto,AMER,NAMER,Intel,1051,Tech,SMB,FinanceHub,TJFB0HE5OV,614.272,8,0.2,-23.0352,1,0.97940695,601.6222677,High
2282,AMER-2023-142622,10/31/2023,20231031,Kimberly Harris,Canada,Toronto,AMER,NAMER,Intel,1051,Tech,SMB,Marketing Suite,118C3TCGW0,199.98,2,0,37.9962,0,0.1449459,28.986282,Low
2283,EMEA-2022-132143,09-04-2022,20220904,Carol Berry,Saudi Arabia,Dhahran,EMEA,MEA,American Express,1005,Finance,Strategic,Support,MXDJDGQATD,48.16,7,0,22.1536,0,0.05580574,2.687604391,Low
2284,APJ-2021-153108,03-05-2021,20210305,Joseph Cameron,India,Delhi,APJ,IND,Morgan Stanley,1068,Finance,SMB,Site Analytics,UTXBTRUGOT,23.92,2,0,6.6976,0,0.099417,2.378054664,Low
2285,APJ-2021-153108,03-05-2021,20210305,Joseph Cameron,India,Delhi,APJ,IND,Morgan Stanley,1068,Finance,SMB,OneView,880VFVZVGK,60.69,7,0,16.3863,0,0.041119117,2.495519228,Low
2286,EMEA-2022-112676,05-06-2022,20220506,Christian Lyman,South Africa,Johannesburg,EMEA,MEA,Phillips 66,1056,Energy,Strategic,Support,TKGDNON3IG,14.352,3,0.2,5.2026,1,0.95326567,13.68126885,High
2287,EMEA-2023-165687,11/18/2023,20231118,Jacob Vaughan,Spain,Madrid,EMEA,EU-WEST,BNP Paribas,1065,Finance,SMB,OneView,NSSAIHB8KM,35.04,2,0,12.264,0,0.1906943,6.681928353,Low
2288,AMER-2023-112928,06-02-2023,20230602,Luke Jones,Mexico,Cancun,AMER,LATAM,Lowes,1060,Retail,Strategic,OneView,2EAK32C2EX,17.48,5,0.2,1.311,1,0.9314625,16.28196496,High
2289,AMER-2023-143343,06-11-2023,20230611,Sonia Miller,United States,New York City,AMER,NAMER,Pfizer,1074,Healthcare,SMB,ChatBot Plugin,RXVZ1YHXSC,16.4,5,0,4.756,1,0.7717385,12.65651188,High
2290,AMER-2023-115154,01-09-2023,20230109,Karen Welch,Canada,Toronto,AMER,NAMER,Volkswagen,1046,Manufacturing,Strategic,ContactMatcher,FSZNP6U9W4,892.98,2,0,80.3682,0,0.13506596,120.6111991,Low
2291,EMEA-2021-149342,4/20/2021,20210420,Victor Walsh,Finland,Helsinki,EMEA,NOR,Allianz,1080,Finance,Strategic,Site Analytics,C6W52V9SXV,287.97,3,0,77.7519,0,0.0790836,22.77370405,Low
2292,EMEA-2021-149342,4/20/2021,20210420,Victor Walsh,Finland,Helsinki,EMEA,NOR,Allianz,1080,Finance,Strategic,SaaS Connector Pack,OGJ1I3N7FU,595.38,6,0,297.69,0,0.2456701,146.2670612,Low
2293,EMEA-2021-149342,4/20/2021,20210420,Victor Walsh,Finland,Helsinki,EMEA,NOR,Allianz,1080,Finance,Strategic,Support,A81Z64HB80,12.96,2,0,6.2208,1,0.9669534,12.53171602,High
2294,EMEA-2021-130995,11-01-2021,20211101,Pippa Hunter,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Strategic,Site Analytics,L92ZU9D71W,4.95,1,0,1.3365,1,0.9845687,4.87361514,High
2295,EMEA-2023-127929,12/24/2023,20231224,Carol Berry,Saudi Arabia,Dhahran,EMEA,MEA,American Express,1005,Finance,Strategic,SaaS Connector Pack,XJDH6KH9J4,181.95,3,0,38.2095,1,0.25245732,45.9346095,Low
2296,EMEA-2021-113145,11-01-2021,20211101,Carolyn Murray,United Kingdom,London,EMEA,UKIR,United Parcel Service,1090,Transportation,SMB,Support,FHN2DS2Z69,13.52,4,0,6.2192,1,0.8318569,11.24670537,High
2297,EMEA-2021-113145,11-01-2021,20211101,Carolyn Murray,United Kingdom,London,EMEA,UKIR,United Parcel Service,1090,Transportation,SMB,SaaS Connector Pack,61DJ6C1X67,259.7,5,0,106.477,1,0.79307395,205.9613054,High
2298,EMEA-2021-113145,11-01-2021,20211101,Carolyn Murray,United Kingdom,London,EMEA,UKIR,United Parcel Service,1090,Transportation,SMB,Site Analytics,HTAQT9FY8O,42.95,1,0,1.2885,1,0.95027536,40.81432678,High
2299,EMEA-2021-113145,11-01-2021,20211101,Carolyn Murray,United Kingdom,London,EMEA,UKIR,United Parcel Service,1090,Transportation,SMB,Data Smasher,NZ8IR3WXT0,1399.93,7,0,601.9699,0,0.113512926,158.9101502,Low
2300,EMEA-2021-113145,11-01-2021,20211101,Carolyn Murray,United Kingdom,London,EMEA,UKIR,United Parcel Service,1090,Transportation,SMB,Site Analytics,G5PQXFNPSI,503.96,4,0,125.99,0,0.56605005,285.2665845,Medium
2301,AMER-2020-162362,11/14/2020,20201114,Pippa Morrison,Brazil,Brasília,AMER,LATAM,Sysco,1084,Consumer Products,SMB,ContactMatcher,RS6FNOG2K5,12.72,3,0,6.36,1,0.9233332,11.74479866,High
2302,AMER-2020-162362,11/14/2020,20201114,Pippa Morrison,Brazil,Brasília,AMER,LATAM,Sysco,1084,Consumer Products,SMB,ContactMatcher,4DMASI6XEA,11.52,4,0,5.6448,1,0.884741,10.19221642,High
2303,EMEA-2022-106558,1/17/2022,20220117,Richard Carr,Finland,Helsinki,EMEA,NOR,Petrobras,1018,Energy,Strategic,Data Smasher,3IK1RLTB5R,316,4,0,31.6,1,0.108890966,34.40954512,Low
2304,EMEA-2023-157931,9/18/2023,20230918,Joshua Lyman,Finland,Helsinki,EMEA,NOR,Fannie Mae,1035,Finance,Enterprise,FinanceHub,X9QUDNL1QD,723.92,4,0,188.2192,0,0.045155387,32.68888803,Low
2305,EMEA-2023-157931,9/18/2023,20230918,Joshua Lyman,Finland,Helsinki,EMEA,NOR,Fannie Mae,1035,Finance,Enterprise,Support,OAM0H9AW3M,106.32,3,0,49.9704,0,0.026351511,2.8016927,Low
2306,APJ-2022-115574,12/24/2022,20221224,Trevor Clark,Australia,Sydney,APJ,ANZ,Allianz,1080,Finance,Strategic,Marketing Suite,AY8QX8DP17,141.372,2,0.3,-14.1372,1,0.98133093,138.7327164,High
2307,APJ-2021-160794,08-06-2021,20210806,Irene Smith,Japan,Tokyo,APJ,JAPN,Toyota Motor,1087,Manufacturing,Strategic,Support,3ELPZWTIRF,27.216,3,0.2,9.8658,0,0.07764596,2.113212379,Low
2308,EMEA-2023-116225,11-06-2023,20231106,Tracey Skinner,United Kingdom,London,EMEA,UKIR,Comcast,1022,Communications,SMB,Data Smasher,XZNKCRRPWL,390.75,5,0,171.93,0,0.16078413,62.82639697,Low
2309,AMER-2023-120418,06-12-2023,20230612,Natalie Newman,Chile,Santiago,AMER,LATAM,Nestle,1089,Consumer Products,Enterprise,FinanceHub,FEYPGZVZ6U,280.792,1,0.2,35.099,0,0.24942495,70.03653036,Low
2310,AMER-2023-120418,06-12-2023,20230612,Natalie Newman,Chile,Santiago,AMER,LATAM,Nestle,1089,Consumer Products,Enterprise,Marketing Suite - Gold,XSFSS7QBYC,68.448,4,0.2,7.7004,0,0.03199388,2.189917158,Low
2311,AMER-2023-120418,06-12-2023,20230612,Natalie Newman,Chile,Santiago,AMER,LATAM,Nestle,1089,Consumer Products,Enterprise,ChatBot Plugin,2D04PKL2QJ,88.04,5,0.2,6.603,0,0.08155877,7.180434237,Low
2312,AMER-2023-120418,06-12-2023,20230612,Natalie Newman,Chile,Santiago,AMER,LATAM,Nestle,1089,Consumer Products,Enterprise,ChatBot Plugin,2C2N4JF6Z2,15.872,1,0.2,1.984,1,0.7314965,11.61031265,High
2313,AMER-2023-120418,06-12-2023,20230612,Natalie Newman,Chile,Santiago,AMER,LATAM,Nestle,1089,Consumer Products,Enterprise,Marketing Suite - Gold,TZBY98OG6Y,215.592,3,0.2,-48.5082,1,0.92818856,200.1100285,High
2314,EMEA-2023-122035,7/21/2023,20230721,Max Hardacre,Croatia,Zagreb,EMEA,EU-WEST,China National Petroleum,1023,Energy,Strategic,FinanceHub,EG7FR3FTOI,14.62,2,0,6.8714,1,0.935247,13.6733112,High
2315,EMEA-2023-122035,7/21/2023,20230721,Max Hardacre,Croatia,Zagreb,EMEA,EU-WEST,China National Petroleum,1023,Energy,Strategic,OneView,S2H6I3VQBS,416.32,2,0,112.4064,0,0.050428078,20.99421726,Low
2316,EMEA-2023-122035,7/21/2023,20230721,Max Hardacre,Croatia,Zagreb,EMEA,EU-WEST,China National Petroleum,1023,Energy,Strategic,ContactMatcher,U5Y3V13FS5,43,5,0,20.21,0,0.12743394,5.479659453,Low
2317,EMEA-2023-122035,7/21/2023,20230721,Max Hardacre,Croatia,Zagreb,EMEA,EU-WEST,China National Petroleum,1023,Energy,Strategic,FinanceHub,FU22YM8TII,182.94,3,0,27.441,0,0.045847245,8.38729492,Low
2318,EMEA-2023-122035,7/21/2023,20230721,Max Hardacre,Croatia,Zagreb,EMEA,EU-WEST,China National Petroleum,1023,Energy,Strategic,ContactMatcher,136M8Y522R,60.83,7,0,30.415,0,0.026644882,1.620808161,Low
2319,EMEA-2023-122035,7/21/2023,20230721,Max Hardacre,Croatia,Zagreb,EMEA,EU-WEST,China National Petroleum,1023,Energy,Strategic,Data Smasher,PE6FYJN44H,389.97,3,0,132.5898,0,0.016486188,6.429118889,Low
2320,EMEA-2021-117828,12/23/2021,20211223,Wanda Gill,Spain,Murcia,EMEA,EU-WEST,Verizon Communications,1094,Communications,SMB,OneView,JS3RERJ0ZV,194.32,4,0,56.3528,0,0.03450619,6.705242951,Low
2321,AMER-2023-165491,3/21/2023,20230321,Harry McGrath,Canada,Toronto,AMER,NAMER,Valero Energy,1093,Energy,Strategic,Data Smasher,DOUSUUTC1J,265.93,7,0,63.8232,0,0.089760855,23.87010413,Low
2322,EMEA-2021-109470,12/31/2021,20211231,Max Ross,Ireland,Dublin,EMEA,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,PZLMXFMGLN,94.74,3,0,44.5278,0,0.031338446,2.969004359,Low
2323,EMEA-2021-109470,12/31/2021,20211231,Max Ross,Ireland,Dublin,EMEA,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,N9D4SZGCZG,60.64,4,0,27.8944,0,0.042108938,2.553486006,Low
2324,EMEA-2021-109470,12/31/2021,20211231,Max Ross,Ireland,Dublin,EMEA,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,I9GGVUXLWI,76.3,5,0,38.15,0,0.10870419,8.294129466,Low
2325,EMEA-2021-109470,12/31/2021,20211231,Max Ross,Ireland,Dublin,EMEA,UKIR,Goldman Sachs Group,1042,Finance,Strategic,ContactMatcher,5Z8VJ3UZ0T,364.8,12,0,167.808,1,0.47802335,174.3829182,Medium
2326,EMEA-2021-105102,9/15/2021,20210915,James Terry,United Kingdom,London,EMEA,UKIR,BNP Paribas,1065,Finance,Strategic,ContactMatcher,ZH8TL1OFKB,79.872,3,0.2,29.952,1,0.25675485,20.50752301,Low
2327,EMEA-2021-105102,9/15/2021,20210915,James Terry,United Kingdom,London,EMEA,UKIR,BNP Paribas,1065,Finance,Strategic,Marketing Suite,8NSEB440F2,46.384,1,0.2,1.1596,1,0.9438621,43.78009875,High
2328,EMEA-2021-105102,9/15/2021,20210915,James Terry,United Kingdom,London,EMEA,UKIR,BNP Paribas,1065,Finance,Strategic,Support,PTDITSVWPV,12.96,2,0,6.2208,1,0.9479885,12.28593109,High
2329,EMEA-2023-138422,9/24/2023,20230924,Carl Ince,Russia,Nizhny Novogorod,EMEA,EU-EAST,Intel,1051,Tech,Enterprise,SaaS Connector Pack - Gold,N45TH8GYNU,14.352,3,0.2,5.2026,1,0.94507164,13.56366814,High
2330,EMEA-2021-147739,12/25/2021,20211225,Faith Blake,France,Paris,EMEA,EU-WEST,Bank of America Corp.,1011,Finance,Strategic,SaaS Connector Pack,98PY2DU6GL,547.136,4,0.2,-68.392,1,0.93717027,512.7595913,High
2331,AMER-2022-155187,9/25/2022,20220925,Richard Davidson,United States,New York City,AMER,NAMER,Intel,1051,Tech,Strategic,Marketing Suite - Gold,6S89PSGYJH,41.96,2,0,2.9372,1,0.059198793,2.483981355,Low
2332,AMER-2022-155187,9/25/2022,20220925,Richard Davidson,United States,New York City,AMER,NAMER,Intel,1051,Tech,Strategic,Support,7Y0ZR6MAQA,41.7,5,0,20.85,0,0.12979193,5.412323494,Low
2333,APJ-2023-169285,3/22/2023,20230322,Leonard Cameron,India,Mumbai,APJ,IND,Aviva,1006,Finance,SMB,Support,1TB56ANDHL,277.4,5,0,133.152,0,0.009023959,2.503246176,Low
2334,APJ-2023-169285,3/22/2023,20230322,Leonard Cameron,India,Mumbai,APJ,IND,Aviva,1006,Finance,SMB,Support,I6S5TX6330,5.78,1,0,2.8322,1,0.9647996,5.576541589,High
2335,EMEA-2020-140886,9/30/2020,20200930,Frank Hart,South Africa,Johannesburg,EMEA,MEA,AT&T,1010,Communications,SMB,OneView,KHXP60XXBY,69.216,6,0.2,11.2476,0,0.035079394,2.428055303,Low
2336,EMEA-2023-152695,12-11-2023,20231211,Jasmine Springer,Saudi Arabia,Riyadh,EMEA,MEA,Comcast,1022,Communications,SMB,SaaS Connector Pack - Gold,LPEJBEXKGL,10.86,3,0,5.1042,1,0.9869695,10.71848845,High
2337,EMEA-2023-152695,12-11-2023,20231211,Jasmine Springer,Saudi Arabia,Riyadh,EMEA,MEA,Comcast,1022,Communications,SMB,OneView,OCVFHL0EH1,426.79,7,0,123.7691,0,0.01867848,7.971788803,Low
2338,EMEA-2020-110639,8/23/2020,20200823,Sean Taylor,United Kingdom,London,EMEA,UKIR,Engie,1062,Energy,SMB,Support,0FIEWTJZK0,25.92,4,0,12.4416,0,0.38708633,10.03327772,Medium
2339,EMEA-2020-110639,8/23/2020,20200823,Sean Taylor,United Kingdom,London,EMEA,UKIR,Engie,1062,Energy,SMB,Support,0S1M1ODLN2,45.92,4,0,22.5008,1,0.19808185,9.095918598,Low
2340,AMER-2020-121727,8/19/2020,20200819,Kimberly Harris,Mexico,Mexico City,AMER,LATAM,Intel,1051,Tech,SMB,ChatBot Plugin,JP0KR0511I,10.72,2,0.2,1.742,1,0.9873375,10.58425832,High
2341,EMEA-2022-137736,11-11-2022,20221111,Andrew Reid,Finland,Tampere,EMEA,NOR,Verizon Communications,1094,Communications,SMB,ChatBot Plugin,E7P6BIJFCU,41.86,7,0,10.465,0,0.2795206,11.70073236,Low
2342,APJ-2020-143231,12/31/2020,20201231,William Lewis,South Korea,Seoul,APJ,APAC,Fannie Mae,1035,Finance,Enterprise,SaaS Connector Pack,UOXY1HUTYU,63.2,5,0,23.384,0,0.38294452,24.20209394,Medium
2343,APJ-2020-143231,12/31/2020,20201231,William Lewis,South Korea,Seoul,APJ,APAC,Fannie Mae,1035,Finance,Enterprise,Data Smasher,782XD8MDVV,113.97,3,0,27.3528,0,0.41435316,47.22382988,Medium
2344,APJ-2020-155894,7/26/2020,20200726,Emma Thomson,Australia,Sydney,APJ,ANZ,Oracle,1072,Tech,SMB,Marketing Suite - Gold,GW1TFI03YE,123.552,3,0.2,-29.3436,1,0.9841248,121.5905848,High
2345,EMEA-2022-119025,2/22/2022,20220222,Oliver Coleman,Italy,Milan,EMEA,EU,Panasonic,1091,Tech,Enterprise,OneView,N5FE5MXOEN,490.32,9,0,137.2896,0,0.002563948,1.257155005,Low
2346,APJ-2022-159373,3/14/2022,20220314,Ava Ellison,Japan,Osaka,APJ,JAPN,Oracle,1072,Tech,SMB,Support,N9RPJKRJMD,70.08,5,0.2,24.528,0,0.09704409,6.800849683,Low
2347,APJ-2022-159373,3/14/2022,20220314,Ava Ellison,Japan,Osaka,APJ,JAPN,Oracle,1072,Tech,SMB,ContactMatcher,01D2U6R0XW,1.272,2,0.8,-2.1624,1,0.9931831,1.263328873,High
2348,APJ-2022-159373,3/14/2022,20220314,Ava Ellison,Japan,Osaka,APJ,JAPN,Oracle,1072,Tech,SMB,ContactMatcher,RXJM9UP67F,557.585,5,0.3,0,1,0.96263593,536.7513575,High
2349,AMER-2023-109701,12-03-2023,20231203,Kimberly North,United States,New York City,AMER,NAMER,Carrefour,1048,Retail,Strategic,ContactMatcher,DEBTO0E8RL,9.024,6,0.2,3.1584,1,0.99282056,8.959212742,High
2350,AMER-2023-109701,12-03-2023,20231203,Kimberly North,United States,New York City,AMER,NAMER,Carrefour,1048,Retail,Strategic,ContactMatcher,T2WQFM9YHY,69.456,2,0.2,22.5732,0,0.14247979,9.89607645,Low
2351,AMER-2023-109701,12-03-2023,20231203,Kimberly North,United States,New York City,AMER,NAMER,Carrefour,1048,Retail,Strategic,Support,M93C61K7Q5,10.86,2,0,5.3214,1,0.987636,10.72572728,High
2352,AMER-2023-109701,12-03-2023,20231203,Kimberly North,United States,New York City,AMER,NAMER,Carrefour,1048,Retail,Strategic,OneView,WNG8DEHYLK,79.47,3,0,22.2516,0,0.087630816,6.964020932,Low
2353,AMER-2023-109701,12-03-2023,20231203,Kimberly North,United States,New York City,AMER,NAMER,Carrefour,1048,Retail,Strategic,ChatBot Plugin,2W2LGJV0F5,10.08,6,0,5.04,1,0.9930154,10.00959532,High
2354,AMER-2021-111514,8/31/2021,20210831,Emma Stewart,United States,Los Angeles,AMER,NAMER,Marathon Petroleum,1061,Energy,Strategic,Marketing Suite,TY2GN8WNGO,1552.831,7,0.15,200.9546,0,0.010007069,15.53928621,Low
2355,AMER-2021-111514,8/31/2021,20210831,Emma Stewart,United States,Los Angeles,AMER,NAMER,Marathon Petroleum,1061,Energy,Strategic,ContactMatcher,R416PWGRZD,137.24,5,0.2,46.3185,0,0.056464918,7.749245341,Low
2356,AMER-2021-111514,8/31/2021,20210831,Emma Stewart,United States,Los Angeles,AMER,NAMER,Marathon Petroleum,1061,Energy,Strategic,Data Smasher,L5NUG2HNYA,36.51,1,0,15.6993,0,0.0651942,2.380240132,Low
2357,AMER-2021-111514,8/31/2021,20210831,Emma Stewart,United States,Los Angeles,AMER,NAMER,Marathon Petroleum,1061,Energy,Strategic,Big Ol Database,1JBXUSZAD6,239.976,3,0.2,80.9919,0,0.0689964,16.55748,Low
2358,EMEA-2020-148838,3/17/2020,20200317,Christopher James,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,Strategic,ContactMatcher,IW6FN1EJVT,1579.746,7,0.4,-447.5947,1,0.9806159,1549.124067,High
2359,EMEA-2020-148838,3/17/2020,20200317,Christopher James,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,Strategic,ContactMatcher,TWZTBPXDNH,1071.576,4,0.4,-553.6476,1,0.8818193,944.9364066,High
2360,EMEA-2020-148838,3/17/2020,20200317,Christopher James,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,Strategic,ContactMatcher,4TCGLGVZ9J,613.908,3,0.4,-122.7816,0,0.5044716,309.699151,Medium
2361,EMEA-2020-148838,3/17/2020,20200317,Christopher James,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,Strategic,Support,ATRXRJ8H5W,34.86,7,0,16.3842,0,0.09570215,3.336176913,Low
2362,EMEA-2020-148838,3/17/2020,20200317,Christopher James,United Kingdom,London,EMEA,UKIR,Allstate,1003,Finance,Strategic,Support,B0KIPN392O,155.04,4,0,75.9696,0,0.0672039,10.41929292,Low
2363,AMER-2023-136497,4/17/2023,20230417,Joe Hughes,Mexico,Mexico City,AMER,LATAM,J.P. Morgan Chase & Co.,1054,Finance,SMB,ContactMatcher,7Q47VVFKQL,13.71,5,0.7,-10.054,1,0.9435909,12.93663096,High
2364,EMEA-2022-108637,3/14/2022,20220314,Anna Bower,Spain,Madrid,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,SaaS Connector Pack,26EIJEH7WX,127.88,2,0,40.9216,0,0.062329113,7.970647032,Low
2365,EMEA-2022-108637,3/14/2022,20220314,Anna Bower,Spain,Madrid,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,OneView,B4GPJR7PJS,160.32,2,0,44.8896,0,0.1807579,28.97910574,Low
2366,EMEA-2022-108637,3/14/2022,20220314,Anna Bower,Spain,Madrid,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,ContactMatcher,LZ3F3MBTY8,46,4,0,20.7,0,0.06430868,2.958199307,Low
2367,AMER-2020-102295,11/24/2020,20201124,Adam Nash,United States,Houston,AMER,NAMER,Aviva,1006,Finance,SMB,FinanceHub,20L65NK277,120.712,1,0.2,-18.1068,1,0.975933,117.8068261,High
2368,APJ-2023-123659,02-11-2023,20230211,Gabrielle Russell,China,Shenzhen,APJ,APAC,Engie,1062,Energy,SMB,Support,MFA2TRKNB4,23.12,4,0,11.3288,0,0.08254322,1.908399169,Low
2369,AMER-2022-129469,9/24/2022,20220924,Lillian Hodges,Mexico,Puerto Vallarta,AMER,LATAM,Merck,1064,Healthcare,Strategic,SaaS Connector Pack,QVSER71Z9D,532.704,6,0.2,-26.6352,1,0.9586031,510.6516973,High
2370,AMER-2022-129469,9/24/2022,20220924,Lillian Hodges,Mexico,Puerto Vallarta,AMER,LATAM,Merck,1064,Healthcare,Strategic,ChatBot Plugin,QZG765QAYW,4.912,2,0.2,0.307,1,0.97061837,4.76767742,High
